year,state,month,number,date
2010,Maranhao,May,273,1/1/2010
2011,Maranhao,May,73,1/1/2011
2012,Maranhao,May,286,1/1/2012
2013,Maranhao,May,100,1/1/2013
2014,Maranhao,May,148,1/1/2014
2015,Maranhao,May,194,1/1/2015
2016,Maranhao,May,206,1/1/2016
2017,Maranhao,May,142,1/1/2017
1998,Maranhao,June,78,1/1/1998
1999,Maranhao,June,32,1/1/1999
2000,Maranhao,June,94,1/1/2000
2001,Maranhao,June,100,1/1/2001
2002,Maranhao,June,230,1/1/2002
2003,Maranhao,June,338,1/1/2003
2004,Maranhao,June,706,1/1/2004
2005,Maranhao,June,529,1/1/2005
2006,Maranhao,June,131,1/1/2006
2007,Maranhao,June,515,1/1/2007
2008,Maranhao,June,235,1/1/2008
2009,Maranhao,June,279,1/1/2009
2010,Maranhao,June,494,1/1/2010
2011,Maranhao,June,602,1/1/2011
2012,Maranhao,June,915,1/1/2012
2013,Maranhao,June,498,1/1/2013
2014,Maranhao,June,812,1/1/2014
2015,Maranhao,June,887,1/1/2015
2016,Maranhao,June,709,1/1/2016
2017,Maranhao,June,885,1/1/2017
1998,Maranhao,July,274,1/1/1998
1999,Maranhao,July,258,1/1/1999
2000,Maranhao,July,233,1/1/2000
2001,Maranhao,July,549,1/1/2001
2002,Maranhao,July,1.271,1/1/2002
2003,Maranhao,July,1.103,1/1/2003
2004,Maranhao,July,1.366,1/1/2004
2005,Maranhao,July,1.152,1/1/2005
2006,Maranhao,July,512,1/1/2006
2007,Maranhao,July,1.205,1/1/2007
2008,Maranhao,July,502,1/1/2008
2009,Maranhao,July,972,1/1/2009
2010,Maranhao,July,2.323,1/1/2010
2011,Maranhao,July,1.024,1/1/2011
2012,Maranhao,July,3.548,1/1/2012
2013,Maranhao,July,1.111,1/1/2013
2014,Maranhao,July,2.068,1/1/2014
2015,Maranhao,July,1.642,1/1/2015
2016,Maranhao,July,2.096,1/1/2016
2017,Maranhao,July,2.521,1/1/2017
1998,Maranhao,Aug,1.176,1/1/1998
1999,Maranhao,Aug,895,1/1/1999
2000,Maranhao,Aug,839,1/1/2000
2001,Maranhao,Aug,2.037,1/1/2001
2002,Maranhao,Aug,3.481,1/1/2002
2003,Maranhao,Aug,2.023,1/1/2003
2004,Maranhao,Aug,1.889,1/1/2004
2005,Maranhao,Aug,2.239,1/1/2005
2006,Maranhao,Aug,1.382,1/1/2006
2007,Maranhao,Aug,8.409,1/1/2007
2008,Maranhao,Aug,713,1/1/2008
2009,Maranhao,Aug,1.766,1/1/2009
2010,Maranhao,Aug,6.353,1/1/2010
2011,Maranhao,Aug,2.138,1/1/2011
2012,Maranhao,Aug,10.395,1/1/2012
2013,Maranhao,Aug,2.098,1/1/2013
2014,Maranhao,Aug,5.592,1/1/2014
2015,Maranhao,Aug,5.428,1/1/2015
2016,Maranhao,Aug,3.723,1/1/2016
2017,Maranhao,Aug,3.875,1/1/2017
1998,Maranhao,Sept,3.935,1/1/1998
1999,Maranhao,Sept,1.739,1/1/1999
2000,Maranhao,Sept,1.365,1/1/2000
2001,Maranhao,Sept,4.618,1/1/2001
2002,Maranhao,Sept,3.181,1/1/2002
2003,Maranhao,Sept,5.878,1/1/2003
2004,Maranhao,Sept,4.673,1/1/2004
2005,Maranhao,Sept,6.292,1/1/2005
2006,Maranhao,Sept,2.907,1/1/2006
2007,Maranhao,Sept,8.524,1/1/2007
2008,Maranhao,Sept,2.761,1/1/2008
2009,Maranhao,Sept,2.404,1/1/2009
2010,Maranhao,Sept,9.795,1/1/2010
2011,Maranhao,Sept,4.632,1/1/2011
2012,Maranhao,Sept,7.626,1/1/2012
2013,Maranhao,Sept,3.88,1/1/2013
2014,Maranhao,Sept,4.373,1/1/2014
2015,Maranhao,Sept,6.423,1/1/2015
2016,Maranhao,Sept,3.166,1/1/2016
2017,Maranhao,Sept,14.825,1/1/2017
1998,Maranhao,Oct,5.137,1/1/1998
1999,Maranhao,Oct,3.208,1/1/1999
2000,Maranhao,Oct,2.654,1/1/2000
2001,Maranhao,Oct,6.661,1/1/2001
2002,Maranhao,Oct,5.182,1/1/2002
2003,Maranhao,Oct,6.085,1/1/2003
2004,Maranhao,Oct,3.604,1/1/2004
2005,Maranhao,Oct,6.472,1/1/2005
2006,Maranhao,Oct,3.024,1/1/2006
2007,Maranhao,Oct,4.772,1/1/2007
2008,Maranhao,Oct,3.498,1/1/2008
2009,Maranhao,Oct,1.861,1/1/2009
2010,Maranhao,Oct,3.228,1/1/2010
2011,Maranhao,Oct,2.404,1/1/2011
2012,Maranhao,Oct,5,1/1/2012
2013,Maranhao,Oct,2.918,1/1/2013
2014,Maranhao,Oct,5.812,1/1/2014
2015,Maranhao,Oct,6.746,1/1/2015
2016,Maranhao,Oct,5.351,1/1/2016
2017,Maranhao,Oct,6.011,1/1/2017
1998,Maranhao,Nov,2.237,1/1/1998
1999,Maranhao,Nov,1.494,1/1/1999
2000,Maranhao,Nov,2.267,1/1/2000
2001,Maranhao,Nov,3.525,1/1/2001
2002,Maranhao,Nov,5.83,1/1/2002
2003,Maranhao,Nov,4.929,1/1/2003
2004,Maranhao,Nov,6.398,1/1/2004
2005,Maranhao,Nov,4.769,1/1/2005
2006,Maranhao,Nov,2.004,1/1/2006
2007,Maranhao,Nov,2.297,1/1/2007
2008,Maranhao,Nov,2.331,1/1/2008
2009,Maranhao,Nov,5,1/1/2009
2010,Maranhao,Nov,4.005,1/1/2010
2011,Maranhao,Nov,2.261,1/1/2011
2012,Maranhao,Nov,2.01,1/1/2012
2013,Maranhao,Nov,2.529,1/1/2013
2014,Maranhao,Nov,3.869,1/1/2014
2015,Maranhao,Nov,4.35,1/1/2015
2016,Maranhao,Nov,3.982,1/1/2016
2017,Maranhao,Nov,2.3,1/1/2017
1998,Maranhao,Dec,1.399,1/1/1998
1999,Maranhao,Dec,1.001,1/1/1999
2000,Maranhao,Dec,1.461,1/1/2000
2001,Maranhao,Dec,1.296,1/1/2001
2002,Maranhao,Dec,2.165,1/1/2002
2003,Maranhao,Dec,2.424,1/1/2003
2004,Maranhao,Dec,3.255,1/1/2004
2005,Maranhao,Dec,1.66,1/1/2005
2006,Maranhao,Dec,1.052,1/1/2006
2007,Maranhao,Dec,800,1/1/2007
2008,Maranhao,Dec,1.101,1/1/2008
2009,Maranhao,Dec,1.768,1/1/2009
2010,Maranhao,Dec,1.803,1/1/2010
2011,Maranhao,Dec,1.629,1/1/2011
2012,Maranhao,Dec,1.296,1/1/2012
2013,Maranhao,Dec,2.692,1/1/2013
2014,Maranhao,Dec,2.4,1/1/2014
2015,Maranhao,Dec,3.706,1/1/2015
2016,Maranhao,Dec,1.577,1/1/2016
1998,Mato Grosso,Jan,0,1/1/1998
1999,Mato Grosso,Jan,39,1/1/1999
2000,Mato Grosso,Jan,44,1/1/2000
2001,Mato Grosso,Jan,44,1/1/2001
2002,Mato Grosso,Jan,172,1/1/2002
2003,Mato Grosso,Jan,896,1/1/2003
2004,Mato Grosso,Jan,301,1/1/2004
2005,Mato Grosso,Jan,438,1/1/2005
2006,Mato Grosso,Jan,947,1/1/2006
2007,Mato Grosso,Jan,476,1/1/2007
2008,Mato Grosso,Jan,245,1/1/2008
2009,Mato Grosso,Jan,527,1/1/2009
2010,Mato Grosso,Jan,298,1/1/2010
2011,Mato Grosso,Jan,171,1/1/2011
2012,Mato Grosso,Jan,166,1/1/2012
2013,Mato Grosso,Jan,269,1/1/2013
2014,Mato Grosso,Jan,315,1/1/2014
2015,Mato Grosso,Jan,960,1/1/2015
2016,Mato Grosso,Jan,374,1/1/2016
2017,Mato Grosso,Jan,482,1/1/2017
1998,Mato Grosso,Feb,0,1/1/1998
1999,Mato Grosso,Feb,28,1/1/1999
2000,Mato Grosso,Feb,35,1/1/2000
2001,Mato Grosso,Feb,54,1/1/2001
2002,Mato Grosso,Feb,22,1/1/2002
2003,Mato Grosso,Feb,592,1/1/2003
2004,Mato Grosso,Feb,272,1/1/2004
2005,Mato Grosso,Feb,871,1/1/2005
2006,Mato Grosso,Feb,383,1/1/2006
2007,Mato Grosso,Feb,213,1/1/2007
2008,Mato Grosso,Feb,180,1/1/2008
2009,Mato Grosso,Feb,248,1/1/2009
2010,Mato Grosso,Feb,431,1/1/2010
2011,Mato Grosso,Feb,119,1/1/2011
2012,Mato Grosso,Feb,193,1/1/2012
2013,Mato Grosso,Feb,375,1/1/2013
2014,Mato Grosso,Feb,199,1/1/2014
2015,Mato Grosso,Feb,542,1/1/2015
2016,Mato Grosso,Feb,1.05,1/1/2016
2017,Mato Grosso,Feb,337,1/1/2017
1998,Mato Grosso,March,0,1/1/1998
1999,Mato Grosso,March,18,1/1/1999
2000,Mato Grosso,March,60,1/1/2000
2001,Mato Grosso,March,24,1/1/2001
2002,Mato Grosso,March,103,1/1/2002
2003,Mato Grosso,March,554,1/1/2003
2004,Mato Grosso,March,743,1/1/2004
2005,Mato Grosso,March,362,1/1/2005
2006,Mato Grosso,March,448,1/1/2006
2007,Mato Grosso,March,476,1/1/2007
2008,Mato Grosso,March,180,1/1/2008
2009,Mato Grosso,March,325,1/1/2009
2010,Mato Grosso,March,605,1/1/2010
2011,Mato Grosso,March,252,1/1/2011
2012,Mato Grosso,March,423,1/1/2012
2013,Mato Grosso,March,563,1/1/2013
2014,Mato Grosso,March,655,1/1/2014
2015,Mato Grosso,March,705,1/1/2015
2016,Mato Grosso,March,1.085,1/1/2016
2017,Mato Grosso,March,719,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,76,1/1/1999
2000,Mato Grosso,April,59,1/1/2000
2001,Mato Grosso,April,309,1/1/2001
2002,Mato Grosso,April,641,1/1/2002
2003,Mato Grosso,April,903,1/1/2003
2004,Mato Grosso,April,441,1/1/2004
2005,Mato Grosso,April,372,1/1/2005
2006,Mato Grosso,April,161,1/1/2006
2007,Mato Grosso,April,79,1/1/2007
2008,Mato Grosso,April,274,1/1/2008
2009,Mato Grosso,April,169,1/1/2009
2010,Mato Grosso,April,769,1/1/2010
2011,Mato Grosso,April,345,1/1/2011
2012,Mato Grosso,April,521,1/1/2012
2013,Mato Grosso,April,338,1/1/2013
2014,Mato Grosso,April,859,1/1/2014
2015,Mato Grosso,April,947,1/1/2015
2016,Mato Grosso,April,1.77,1/1/2016
2017,Mato Grosso,April,606,1/1/2017
1998,Mato Grosso,May,0,1/1/1998
1999,Mato Grosso,May,731,1/1/1999
2000,Mato Grosso,May,1.194,1/1/2000
2001,Mato Grosso,May,1.193,1/1/2001
2002,Mato Grosso,May,2.528,1/1/2002
2003,Mato Grosso,May,942,1/1/2003
2004,Mato Grosso,May,2.413,1/1/2004
2005,Mato Grosso,May,1.641,1/1/2005
2006,Mato Grosso,May,269,1/1/2006
2007,Mato Grosso,May,359,1/1/2007
2008,Mato Grosso,May,119,1/1/2008
2009,Mato Grosso,May,516,1/1/2009
2010,Mato Grosso,May,1.313,1/1/2010
2011,Mato Grosso,May,547,1/1/2011
2012,Mato Grosso,May,812,1/1/2012
2013,Mato Grosso,May,739,1/1/2013
2014,Mato Grosso,May,933,1/1/2014
2015,Mato Grosso,May,541,1/1/2015
2016,Mato Grosso,May,1.081,1/1/2016
2017,Mato Grosso,May,845,1/1/2017
1998,Mato Grosso,June,2.201,1/1/1998
1999,Mato Grosso,June,2.201,1/1/1999
2000,Mato Grosso,June,4.358,1/1/2000
2001,Mato Grosso,June,6.665,1/1/2001
2002,Mato Grosso,June,7.878,1/1/2002
2003,Mato Grosso,June,4.313,1/1/2003
2004,Mato Grosso,June,9.813,1/1/2004
2005,Mato Grosso,June,2.294,1/1/2005
2006,Mato Grosso,June,856,1/1/2006
2007,Mato Grosso,June,1.339,1/1/2007
2008,Mato Grosso,June,403,1/1/2008
2009,Mato Grosso,June,979,1/1/2009
2010,Mato Grosso,June,1.025,1/1/2010
2011,Mato Grosso,June,974,1/1/2011
2012,Mato Grosso,June,1.651,1/1/2012
2013,Mato Grosso,June,1.213,1/1/2013
2014,Mato Grosso,June,1.795,1/1/2014
2015,Mato Grosso,June,1.402,1/1/2015
2016,Mato Grosso,June,1.417,1/1/2016
2017,Mato Grosso,June,2.041,1/1/2017
1998,Mato Grosso,July,3.712,1/1/1998
1999,Mato Grosso,July,3.926,1/1/1999
2000,Mato Grosso,July,1.338,1/1/2000
2001,Mato Grosso,July,1.555,1/1/2001
2002,Mato Grosso,July,5.661,1/1/2002
2003,Mato Grosso,July,5.435,1/1/2003
2004,Mato Grosso,July,11.517,1/1/2004
2005,Mato Grosso,July,4.172,1/1/2005
2006,Mato Grosso,July,1.941,1/1/2006
2007,Mato Grosso,July,1.79,1/1/2007
2008,Mato Grosso,July,1.117,1/1/2008
2009,Mato Grosso,July,1.613,1/1/2009
2010,Mato Grosso,July,3.442,1/1/2010
2011,Mato Grosso,July,1.061,1/1/2011
2012,Mato Grosso,July,2.008,1/1/2012
2013,Mato Grosso,July,1.63,1/1/2013
2014,Mato Grosso,July,2.255,1/1/2014
2015,Mato Grosso,July,1.533,1/1/2015
2016,Mato Grosso,July,3.495,1/1/2016
2017,Mato Grosso,July,2.79,1/1/2017
1998,Mato Grosso,Aug,15.406,1/1/1998
1999,Mato Grosso,Aug,18.566,1/1/1999
2000,Mato Grosso,Aug,6.063,1/1/2000
2001,Mato Grosso,Aug,7.762,1/1/2001
2002,Mato Grosso,Aug,14.086,1/1/2002
2003,Mato Grosso,Aug,11.132,1/1/2003
2004,Mato Grosso,Aug,13.603,1/1/2004
2005,Mato Grosso,Aug,11.57,1/1/2005
2006,Mato Grosso,Aug,6.218,1/1/2006
2007,Mato Grosso,Aug,14.453,1/1/2007
2008,Mato Grosso,Aug,2.875,1/1/2008
2009,Mato Grosso,Aug,2.25,1/1/2009
2010,Mato Grosso,Aug,14.608,1/1/2010
2011,Mato Grosso,Aug,2.628,1/1/2011
2012,Mato Grosso,Aug,6.195,1/1/2012
2013,Mato Grosso,Aug,3.568,1/1/2013
2014,Mato Grosso,Aug,7.167,1/1/2014
2015,Mato Grosso,Aug,5.112,1/1/2015
2016,Mato Grosso,Aug,6.228,1/1/2016
2017,Mato Grosso,Aug,6.229,1/1/2017
1998,Mato Grosso,Sept,10.363,1/1/1998
1999,Mato Grosso,Sept,11.729,1/1/1999
2000,Mato Grosso,Sept,6.251,1/1/2000
2001,Mato Grosso,Sept,8.49,1/1/2001
2002,Mato Grosso,Sept,11.034,1/1/2002
2003,Mato Grosso,Sept,15.79,1/1/2003
2004,Mato Grosso,Sept,24.994,1/1/2004
2005,Mato Grosso,Sept,20.551,1/1/2005
2006,Mato Grosso,Sept,12.661,1/1/2006
2007,Mato Grosso,Sept,25.963,1/1/2007
2008,Mato Grosso,Sept,7.965,1/1/2008
2009,Mato Grosso,Sept,3.129,1/1/2009
2010,Mato Grosso,Sept,18.366,1/1/2010
2011,Mato Grosso,Sept,6.332,1/1/2011
2012,Mato Grosso,Sept,10.344,1/1/2012
2013,Mato Grosso,Sept,5.576,1/1/2013
2014,Mato Grosso,Sept,7.081,1/1/2014
2015,Mato Grosso,Sept,11.068,1/1/2015
2016,Mato Grosso,Sept,8.98,1/1/2016
2017,Mato Grosso,Sept,23.945,1/1/2017
1998,Mato Grosso,Oct,2.707,1/1/1998
1999,Mato Grosso,Oct,6.109,1/1/1999
2000,Mato Grosso,Oct,6.062,1/1/2000
2001,Mato Grosso,Oct,6.543,1/1/2001
2002,Mato Grosso,Oct,9.375,1/1/2002
2003,Mato Grosso,Oct,5.341,1/1/2003
2004,Mato Grosso,Oct,9.295,1/1/2004
2005,Mato Grosso,Oct,7.765,1/1/2005
2006,Mato Grosso,Oct,2.327,1/1/2006
2007,Mato Grosso,Oct,4.89,1/1/2007
2008,Mato Grosso,Oct,6.326,1/1/2008
2009,Mato Grosso,Oct,2.579,1/1/2009
2010,Mato Grosso,Oct,4.465,1/1/2010
2011,Mato Grosso,Oct,2.01,1/1/2011
2012,Mato Grosso,Oct,2.837,1/1/2012
2013,Mato Grosso,Oct,1.986,1/1/2013
2014,Mato Grosso,Oct,5.281,1/1/2014
2015,Mato Grosso,Oct,6.49,1/1/2015
2016,Mato Grosso,Oct,2.749,1/1/2016
2017,Mato Grosso,Oct,4.8,1/1/2017
1998,Mato Grosso,Nov,182,1/1/1998
1999,Mato Grosso,Nov,842,1/1/1999
2000,Mato Grosso,Nov,502,1/1/2000
2001,Mato Grosso,Nov,373,1/1/2001
2002,Mato Grosso,Nov,2.905,1/1/2002
2003,Mato Grosso,Nov,2.097,1/1/2003
2004,Mato Grosso,Nov,2.405,1/1/2004
2005,Mato Grosso,Nov,1.368,1/1/2005
2006,Mato Grosso,Nov,1.031,1/1/2006
2007,Mato Grosso,Nov,299,1/1/2007
2008,Mato Grosso,Nov,190,1/1/2008
2009,Mato Grosso,Nov,588,1/1/2009
2010,Mato Grosso,Nov,768,1/1/2010
2011,Mato Grosso,Nov,1.103,1/1/2011
2012,Mato Grosso,Nov,375,1/1/2012
2013,Mato Grosso,Nov,1.064,1/1/2013
2014,Mato Grosso,Nov,1.018,1/1/2014
2015,Mato Grosso,Nov,1.93,1/1/2015
2016,Mato Grosso,Nov,918,1/1/2016
2017,Mato Grosso,Nov,813,1/1/2017
1998,Mato Grosso,Dec,76,1/1/1998
1999,Mato Grosso,Dec,47,1/1/1999
2000,Mato Grosso,Dec,98,1/1/2000
2001,Mato Grosso,Dec,37,1/1/2001
2002,Mato Grosso,Dec,1.157,1/1/2002
2003,Mato Grosso,Dec,1.622,1/1/2003
2004,Mato Grosso,Dec,1.217,1/1/2004
2005,Mato Grosso,Dec,246,1/1/2005
2006,Mato Grosso,Dec,23,1/1/2006
2007,Mato Grosso,Dec,81,1/1/2007
2008,Mato Grosso,Dec,159,1/1/2008
2009,Mato Grosso,Dec,171,1/1/2009
2010,Mato Grosso,Dec,846,1/1/2010
2011,Mato Grosso,Dec,431,1/1/2011
2012,Mato Grosso,Dec,492,1/1/2012
2013,Mato Grosso,Dec,447,1/1/2013
2014,Mato Grosso,Dec,466,1/1/2014
2015,Mato Grosso,Dec,1.777,1/1/2015
2016,Mato Grosso,Dec,425,1/1/2016
1998,Mato Grosso,Jan,0,1/1/1998
1999,Mato Grosso,Jan,239,1/1/1999
2000,Mato Grosso,Jan,326,1/1/2000
2001,Mato Grosso,Jan,97,1/1/2001
2002,Mato Grosso,Jan,304,1/1/2002
2003,Mato Grosso,Jan,182,1/1/2003
2004,Mato Grosso,Jan,258,1/1/2004
2005,Mato Grosso,Jan,59,1/1/2005
2006,Mato Grosso,Jan,59,1/1/2006
2007,Mato Grosso,Jan,19,1/1/2007
2008,Mato Grosso,Jan,63,1/1/2008
2009,Mato Grosso,Jan,229,1/1/2009
2010,Mato Grosso,Jan,72,1/1/2010
2011,Mato Grosso,Jan,129,1/1/2011
2012,Mato Grosso,Jan,201,1/1/2012
2013,Mato Grosso,Jan,174,1/1/2013
2014,Mato Grosso,Jan,197,1/1/2014
2015,Mato Grosso,Jan,226,1/1/2015
2016,Mato Grosso,Jan,127,1/1/2016
2017,Mato Grosso,Jan,355,1/1/2017
1998,Mato Grosso,Feb,0,1/1/1998
1999,Mato Grosso,Feb,69,1/1/1999
2000,Mato Grosso,Feb,81,1/1/2000
2001,Mato Grosso,Feb,89,1/1/2001
2002,Mato Grosso,Feb,98,1/1/2002
2003,Mato Grosso,Feb,108,1/1/2003
2004,Mato Grosso,Feb,169,1/1/2004
2005,Mato Grosso,Feb,221,1/1/2005
2006,Mato Grosso,Feb,104,1/1/2006
2007,Mato Grosso,Feb,111,1/1/2007
2008,Mato Grosso,Feb,78,1/1/2008
2009,Mato Grosso,Feb,164,1/1/2009
2010,Mato Grosso,Feb,157,1/1/2010
2011,Mato Grosso,Feb,61,1/1/2011
2012,Mato Grosso,Feb,112,1/1/2012
2013,Mato Grosso,Feb,100,1/1/2013
2014,Mato Grosso,Feb,139,1/1/2014
2015,Mato Grosso,Feb,148,1/1/2015
2016,Mato Grosso,Feb,187,1/1/2016
2017,Mato Grosso,Feb,165,1/1/2017
1998,Mato Grosso,March,0,1/1/1998
1999,Mato Grosso,March,100,1/1/1999
2000,Mato Grosso,March,23,1/1/2000
2001,Mato Grosso,March,39,1/1/2001
2002,Mato Grosso,March,115,1/1/2002
2003,Mato Grosso,March,137,1/1/2003
2004,Mato Grosso,March,225,1/1/2004
2005,Mato Grosso,March,158,1/1/2005
2006,Mato Grosso,March,137,1/1/2006
2007,Mato Grosso,March,137,1/1/2007
2008,Mato Grosso,March,97,1/1/2008
2009,Mato Grosso,March,118,1/1/2009
2010,Mato Grosso,March,149,1/1/2010
2011,Mato Grosso,March,37,1/1/2011
2012,Mato Grosso,March,169,1/1/2012
2013,Mato Grosso,March,158,1/1/2013
2014,Mato Grosso,March,95,1/1/2014
2015,Mato Grosso,March,190,1/1/2015
2016,Mato Grosso,March,143,1/1/2016
2017,Mato Grosso,March,170,1/1/2017
1998,Mato Grosso,April,0,1/1/1998
1999,Mato Grosso,April,97,1/1/1999
2000,Mato Grosso,April,90,1/1/2000
2001,Mato Grosso,April,108,1/1/2001
2002,Mato Grosso,April,230,1/1/2002
2003,Mato Grosso,April,126,1/1/2003
2004,Mato Grosso,April,97,1/1/2004
2005,Mato Grosso,April,126,1/1/2005
2006,Mato Grosso,April,51,1/1/2006
2007,Mato Grosso,April,46,1/1/2007
2008,Mato Grosso,April,72,1/1/2008
2009,Mato Grosso,April,291,1/1/2009
2010,Mato Grosso,April,136,1/1/2010
2011,Mato Grosso,April,23,1/1/2011
2012,Mato Grosso,April,97,1/1/2012
2013,Mato Grosso,April,78,1/1/2013
2014,Mato Grosso,April,129,1/1/2014
2015,Mato Grosso,April,65,1/1/2015
2016,Mato Grosso,April,161,1/1/2016
2017,Mato Grosso,April,59,1/1/2017
1998,Mato Grosso,May,0,1/1/1998
1999,Mato Grosso,May,206,1/1/1999
2000,Mato Grosso,May,127,1/1/2000
2001,Mato Grosso,May,112,1/1/2001
2002,Mato Grosso,May,88,1/1/2002
2003,Mato Grosso,May,74,1/1/2003
2004,Mato Grosso,May,25,1/1/2004
2005,Mato Grosso,May,328,1/1/2005
2006,Mato Grosso,May,99,1/1/2006
2007,Mato Grosso,May,62,1/1/2007
2008,Mato Grosso,May,34,1/1/2008
2009,Mato Grosso,May,927,1/1/2009
2010,Mato Grosso,May,105,1/1/2010
2011,Mato Grosso,May,81,1/1/2011
2012,Mato Grosso,May,157,1/1/2012
2013,Mato Grosso,May,72,1/1/2013
2014,Mato Grosso,May,70,1/1/2014
2015,Mato Grosso,May,58,1/1/2015
2016,Mato Grosso,May,97,1/1/2016
2017,Mato Grosso,May,72,1/1/2017
1998,Mato Grosso,June,82,1/1/1998
1999,Mato Grosso,June,127,1/1/1999
2000,Mato Grosso,June,157,1/1/2000
2001,Mato Grosso,June,249,1/1/2001
2002,Mato Grosso,June,517,1/1/2002
2003,Mato Grosso,June,170,1/1/2003
2004,Mato Grosso,June,394,1/1/2004
2005,Mato Grosso,June,439,1/1/2005
2006,Mato Grosso,June,89,1/1/2006
2007,Mato Grosso,June,141,1/1/2007
2008,Mato Grosso,June,24,1/1/2008
2009,Mato Grosso,June,376,1/1/2009
2010,Mato Grosso,June,149,1/1/2010
2011,Mato Grosso,June,104,1/1/2011
2012,Mato Grosso,June,96,1/1/2012
2013,Mato Grosso,June,35,1/1/2013
2014,Mato Grosso,June,84,1/1/2014
2015,Mato Grosso,June,299,1/1/2015
2016,Mato Grosso,June,120,1/1/2016
2017,Mato Grosso,June,175,1/1/2017
1998,Mato Grosso,July,360,1/1/1998
1999,Mato Grosso,July,1.297,1/1/1999
2000,Mato Grosso,July,160,1/1/2000
2001,Mato Grosso,July,591,1/1/2001
2002,Mato Grosso,July,935,1/1/2002
2003,Mato Grosso,July,182,1/1/2003
2004,Mato Grosso,July,529,1/1/2004
2005,Mato Grosso,July,859,1/1/2005
2006,Mato Grosso,July,289,1/1/2006
2007,Mato Grosso,July,197,1/1/2007
2008,Mato Grosso,July,116,1/1/2008
2009,Mato Grosso,July,354,1/1/2009
2010,Mato Grosso,July,589,1/1/2010
2011,Mato Grosso,July,250,1/1/2011
2012,Mato Grosso,July,538,1/1/2012
2013,Mato Grosso,July,201,1/1/2013
2014,Mato Grosso,July,193,1/1/2014
2015,Mato Grosso,July,371,1/1/2015
2016,Mato Grosso,July,687,1/1/2016
2017,Mato Grosso,July,1.05,1/1/2017
1998,Mato Grosso,Aug,228,1/1/1998
1999,Mato Grosso,Aug,4.355,1/1/1999
2000,Mato Grosso,Aug,530,1/1/2000
2001,Mato Grosso,Aug,2.484,1/1/2001
2002,Mato Grosso,Aug,3.984,1/1/2002
2003,Mato Grosso,Aug,953,1/1/2003
2004,Mato Grosso,Aug,1.408,1/1/2004
2005,Mato Grosso,Aug,4.484,1/1/2005
2006,Mato Grosso,Aug,1.129,1/1/2006
2007,Mato Grosso,Aug,1.823,1/1/2007
2008,Mato Grosso,Aug,456,1/1/2008
2009,Mato Grosso,Aug,816,1/1/2009
2010,Mato Grosso,Aug,1.721,1/1/2010
2011,Mato Grosso,Aug,552,1/1/2011
2012,Mato Grosso,Aug,2.951,1/1/2012
2013,Mato Grosso,Aug,677,1/1/2013
2014,Mato Grosso,Aug,312,1/1/2014
2015,Mato Grosso,Aug,1.293,1/1/2015
2016,Mato Grosso,Aug,1.481,1/1/2016
2017,Mato Grosso,Aug,1.488,1/1/2017
1998,Mato Grosso,Sept,457,1/1/1998
1999,Mato Grosso,Sept,2.969,1/1/1999
2000,Mato Grosso,Sept,510,1/1/2000
2001,Mato Grosso,Sept,1.383,1/1/2001
2002,Mato Grosso,Sept,2.252,1/1/2002
2003,Mato Grosso,Sept,1.124,1/1/2003
2004,Mato Grosso,Sept,2.511,1/1/2004
2005,Mato Grosso,Sept,1.87,1/1/2005
2006,Mato Grosso,Sept,1.078,1/1/2006
2007,Mato Grosso,Sept,4.446,1/1/2007
2008,Mato Grosso,Sept,1.62,1/1/2008
2009,Mato Grosso,Sept,1.146,1/1/2009
2010,Mato Grosso,Sept,1.505,1/1/2010
2011,Mato Grosso,Sept,1.072,1/1/2011
2012,Mato Grosso,Sept,2.264,1/1/2012
2013,Mato Grosso,Sept,1.074,1/1/2013
2014,Mato Grosso,Sept,365,1/1/2014
2015,Mato Grosso,Sept,1.482,1/1/2015
2016,Mato Grosso,Sept,2.383,1/1/2016
2017,Mato Grosso,Sept,2.984,1/1/2017
1998,Mato Grosso,Oct,576,1/1/1998
1999,Mato Grosso,Oct,2.053,1/1/1999
2000,Mato Grosso,Oct,657,1/1/2000
2001,Mato Grosso,Oct,563,1/1/2001
2002,Mato Grosso,Oct,2.173,1/1/2002
2003,Mato Grosso,Oct,541,1/1/2003
2004,Mato Grosso,Oct,960,1/1/2004
2005,Mato Grosso,Oct,647,1/1/2005
2006,Mato Grosso,Oct,244,1/1/2006
2007,Mato Grosso,Oct,668,1/1/2007
2008,Mato Grosso,Oct,432,1/1/2008
2009,Mato Grosso,Oct,854,1/1/2009
2010,Mato Grosso,Oct,597,1/1/2010
2011,Mato Grosso,Oct,276,1/1/2011
2012,Mato Grosso,Oct,652,1/1/2012
2013,Mato Grosso,Oct,378,1/1/2013
2014,Mato Grosso,Oct,581,1/1/2014
2015,Mato Grosso,Oct,507,1/1/2015
2016,Mato Grosso,Oct,1.2,1/1/2016
2017,Mato Grosso,Oct,685,1/1/2017
1998,Mato Grosso,Nov,306,1/1/1998
1999,Mato Grosso,Nov,1.194,1/1/1999
2000,Mato Grosso,Nov,274,1/1/2000
2001,Mato Grosso,Nov,220,1/1/2001
2002,Mato Grosso,Nov,1.47,1/1/2002
2003,Mato Grosso,Nov,380,1/1/2003
2004,Mato Grosso,Nov,208,1/1/2004
2005,Mato Grosso,Nov,159,1/1/2005
